"id","quote","author"
"933","One Believes Others Will Do What He Will Do To Himself.","Victor Hugo"
"934","Like Getting Into A Bleeding Competition With A Blood Bank.","Richard Branson"
"935","The breezes at dawn have secrets to tell you Don't go back to sleep! You must ask for what you really want. Don't go back to sleep! People are going back and forth across the doorsill where the two worlds touch, The door is round and open Don't go back to sleep!","Rumi"
"936","Stay in college, get the knowledge. And stay there until you're through. If they can make penicillin out of moldy bread, they can sure make something out of you. Advice to a young person to continue his education.","Muhammad Ali"
"937","Those Who Dare To Fail Miserably Can Achieve Greatly.","John F. Kennedy"
"938","You show your worth by what you seek.","Rumi"
"939","Acquire knowledge before you become leaders and pride prevents you from learning and you live in ignorance.","Umar ibn Al-Khattāb (R.A)"
"940","Bitterness Is Like Cancer. It Eats...","Maya Angelou"
"941","Fear Is The Main Source Of Superstition, And One Of The Main Sources Of Cruelty. To Conquer Fear Is The Beginning Of Wisdom.","Bertrand Russell"
"942","If A Free Society Cannot Help The Many Who Are Poor, It Cannot Save The Few Who Are Rich.","John F. Kennedy"
"943","As He Was Valiant, I Honour Him. But As He Was Ambitious, I Slew Him.","William Shakespeare"
"944","Who's gonna dare to be great?","Muhammad Ali"
"945","He who keeps his own counsel keeps his affairs in his own hands.","Umar ibn Al-Khattāb (R.A)"
"946","To whatever extent a person's knowledge increases, his attention will be turned more towards his soul.","Ali ibn Abi Talib (R.A)"
"947","If an ignorant person is attracted by the things of the world, that is bad. But if a learned person is thus attracted, it is worse.","Abu Bakr (R.A)"
"948","Surely silence can sometimes be the most eloquent reply.","Ali ibn Abi Talib (R.A)"
"949","Once your mind stretches to a new level it never goes back to its original dimension.","Abdul Kalam"
"950","I was saying “I'm the greatest” long before I believed it.","Muhammad Ali"
"951","Our Peace Shall Stand As Firm As Rocky Mountains.","William Shakespeare"
"952","Only Buy Something That You'D Be Perfectly Happy To Hold If The Market Shut Down For 10 Years.","Warren Buffett"
"953","Intellectual Property Has The Shelf Life Of A Banana.","Bill Gates"
"954","He who understands humanity seeks solitude.","Ali ibn Abi Talib (R.A)"
"955","I was not created to be occupied by eating delicious foods like tied up cattle.","Ali ibn Abi Talib (R.A)"
"956","Time Stays Long Enough For Anyone Who Will Use It.","Leonardo Da Vinci"
"957","I Feel The Same Way About Disco As I Do About Herpes.","Hunter S. Thompson"
"958","Civilization Is The Limitless Multiplication Of Unnecessary Necessities.","Mark Twain"
"959","If You Hear A Voice Within You Say 'You Cannot Paint ' Then By All Means Paint, And That Voice Will Be Silenced.","Vincent Van Gogh"
"960","When One Has Not Had A Good Father, One Must Create One.","Friedrich Nietzsche"
"961","I'Ve Learned That People Will Forget What You Said, People Will Forget What You Did, But People Will Never Forget How You Made Them Feel.","Maya Angelou"
"962","If We Cannot Now End Our Differences, At Least We Can Help Make The World Safe For Diversity.","John F. Kennedy"
"963","The Cautious Seldom Err.","Confucius"
"964","Admiration For A Quality Or An Art Can Be So Strong That It Deters Us From Striving To Possess It.","Friedrich Nietzsche"
"965","I Myself Prefer My New Zealand Eggs For Breakfast.","Elizabeth II"
"966","To line only for some unknown future is superficial.","Abdul Kalam"
"967","Money Is The Barometer Of A Society'S Virtue.","Ayn Rand"
"968","Convictions Are More Dangerous Foes Of Truth Than Lies.","Friedrich Nietzsche"
"969","I Have Not Failed. I'Ve Just Found 10 000 Ways That Won'T Work.","Thomas A. Edison"
"970","Maybe a thing that you do not like is really in your interest. It is possible that a thing that you may desire may be against your interest.","Abu Bakr (R.A)"
"971","People Always Ask Me, 'Were You Funny As A Child?' Well, No, I Was An Accountant.","Ellen DeGeneres"
"972","I'm not an expert on the arms race.","Abdul Kalam"
"973","Sit with those who love Allah, for that enlightens the mind.","Umar ibn Al-Khattāb (R.A)"
"974","You Cannot Perform In A Manner Inconsistent With The Way You See Yourself.","Zig Ziglar"
"975","I Say That The Most Liberating Thing About Beauty Is Realizing That You Are The Beholder.","Salma Hayek"
"976","Happiness In Intelligent People Is The Rarest Thing I Know.","Ernest Hemingway"
"977","A Person Who Never Made A Mistake Never Tried Anything New.","Albert Einstein"
"978","In the big leagues everyone has ability. It always comes down to mind games. Who ever is more mentally strong-wins.","Muhammad Ali"
"979","Don't take rest after your first victory because if you fail in second, more lips are waiting to say that your first victory was just luck.","Abdul Kalam"
"980","Stop learning. Start knowing.","Rumi"
"981","One Of The Greatest Discoveries A Man Makes, One Of His Great Surprises, Is To Find He Can Do What He Was Afraid He Couldn'T Do.","Henry Ford"
"982","You Are Never Too Old To Set Another Goal Or To Dream A New Dream.","C. S. Lewis"
"983","Keep Your Eyes On The Stars, And Your Feet On The Ground.","Theodore Roosevelt"
"984","I Know Of Only One Duty, And That Is To Love.","Albert Camus"
"985","God Helps Those Who Help Themselves.","Benjamin Franklin"
"986","You are not just the drop in the ocean. You are the mighty ocean in the drop.","Rumi"
"987","Teaching is a very noble profession that shapes the character, caliber, and future of an individual. If the people remember me as a good teacher, that will be the biggest honour for me.","Abdul Kalam"
"988","A Man Should Never Neglect His Family For Business.","Walt Disney"
"989","Isn'T It Strange That I Who Have Written Only Unpopular Books Should Be Such A Popular Fellow?","Albert Einstein"
"990","Drag Your Thoughts Away From Your Troubles... By The Ears, By The Heels, Or Any Other Way You Can Manage It.","Mark Twain"
"991","The Greatest Discovery Of All Time Is That A Person Can Change His Future By Merely Changing His Attitude.","Oprah Winfrey"
"992","Whoever listens to slander is himself a slanderer.","Muhammad Ali"
"993","The Best Way To Find Out If You Can Trust Somebody Is To Trust Them.","Ernest Hemingway"
"994","Take account of your deeds before they are taken account of.","Umar ibn Al-Khattāb (R.A)"
"995","Faith Is Taking The First Step Even When You Don'T See The Whole Staircase.","Martin Luther King  Jr."
"996","To Give Thanks In Solitude Is Enough. Thanksgiving Has Wings And Goes Where It Must Go. Your Prayer Knows Much More About It Than You Do.","Victor Hugo"
"997","Those Who Dare To Fail Miserably Can Achieve Greatly.","John F. Kennedy"
"998","Like your body your mind also gets tired so refresh it by wise sayings.","Ali ibn Abi Talib (R.A)"
"999","God helps those who fear Him.","Abu Bakr (R.A)"
"1000","During civil disturbance adopt such an attitude that people do not attach any importance to you - they neither burden you with complicated affairs, nor try to derive any advantage out of you.","Ali ibn Abi Talib (R.A)"
"1001","Whether You Think That You Can, Or That You Can'T, You Are Usually Right.","Henry Ford"
"1002","O! Let Me Not Be Mad, Not Mad, Sweet Heaven; Keep Me In Temper; I Would Not Be Mad!","William Shakespeare"
"1003","The man with no imagination has no wings.","Muhammad Ali"
"1004","Today, India is a nuclear weapons state.","Abdul Kalam"
"1005","The Public Is Merely A Multiplied ""Me.""","Mark Twain"
"1006","If A Man Could Have Half Of His Wishes, He Would Double His Troubles.","Benjamin Franklin"
"1007","There Are No Moral Phenomena At All, But Only A Moral Interpretation Of Phenomena.","Friedrich Nietzsche"
"1008","To Say ""I Love You"" One Must First Be Able To Say The ""I.""","Ayn Rand"
"1009","Patience to faith is like the head to the body. The person who has no patience has not faith.","Ali ibn Abi Talib (R.A)"
"1010","Nations Are Born In The Hearts Of Poets, They Prosper And Die In The Hands Of Politicians.","Muhammad Iqbal"
"1011","Rivers, ponds, lakes and streams - they all have different names, but they all contain water. Just as religions do - they all contain truths.","Muhammad Ali"
"1012","The time has come to turn your heart into a temple of fire. Your essence is gold hidden in dust. To reveal its splendor you need to burn in the fire of love.","Rumi"
"1013","Only last week I murdered a rock, injured a stone and hospitalized a brick.","Muhammad Ali"
"1014","If You Would Have A Faithful Servant, And One That You Like, Serve Yourself.","Benjamin Franklin"
"1015","If all you can do is crawl, start crawling.","Rumi"
"1016","Extreme Hopes Are Born From Extreme Misery.","Bertrand Russell"
"1017","When A Person Cannot Deceive Himself The Chances Are Against His Being Able To Deceive Other People.","Mark Twain"
"1018","I am the greatest. I said that even before I knew I was. Don't tell me I can't do something. Don't tell me it's impossible. Don't tell me I'm not the greatest. I'm the double greatest.","Muhammad Ali"
"1019","Geologists Have A Saying - Rocks Remember.","Neil Armstrong"
"1020","Be silent, Only the Hand of God Can remove The burdens of your heart.","Rumi"
"1021","Peace Cannot Be Kept By Force; It Can Only Be Achieved By Understanding.","Albert Einstein"
"1022","The Best Way To Get A Bad Law Repealed Is To Enforce It Strictly.","Abraham Lincoln"
"1023","Wherever you are, and whatever you do, be in love.","Rumi"
"1024","Should I Kill Myself, Or Have A Cup Of Coffee?","Albert Camus"
"1025","It Is Very Dangerous To Have Your Self-Worth Riding On Your Results As An Athlete.","Jim Courier"
"1026","No Part Of The Education Of A Politician Is More Indispensable Than The Fighting Of Elections.","Winston Churchill"
"1027","War is never a lasting solution for any problem.","Abdul Kalam"
"1028","I Never Think Of The Future - It Comes Soon Enough.","Albert Einstein"
"1029","At the end of my life, with just one breath left, if you come, I'll sit up and sing.","Rumi"
"1030","Indigestion Is Charged By God With Enforcing Morality On The Stomach.","Victor Hugo"
"1031","Fear Allah, for He alone lives; all other things are liable to perish.","Umar ibn Al-Khattāb (R.A)"
"1032","I once had a thousand desires. But in my one desire to know you, all else melted away.","Rumi"
"1033","God forbid, men should be jealous of knowledge as they are jealous of women.","Umar ibn Al-Khattāb (R.A)"
"1034","I Wish They Would Only Take Me As I Am.","Vincent Van Gogh"
"1035","I have lived on the lip of insanity, wanting to know reasons, knocking on a door. It opens. I've been knocking from the inside.","Rumi"
"1036","Once You Replace Negative Thoughts With Positive Ones, You'Ll Start Having Positive Results.","Willie Nelson"
"1037","What Is Wanted Is Not The Will To Believe, But The Will To Find Out, Which Is The Exact Opposite.","Bertrand Russell"
"1038","I'm going to show you how great I am!","Muhammad Ali"
"1039","In The Depth Of Winter I Finally Learned That There Was In Me An Invincible Summer.","Albert Camus"
"1040","He Who Fears To Weep, Should Learn To Be Kind To Those Who Weep.","Abu Bakr"
"1041","The Criminal Is Trying To Solve His Immediate Problems.","Naguib Mahfouz"
"1042","It Is very easy to defeat someone, but it is very hard to win someone.","Abdul Kalam"
"1043","A Casual Stroll Through The Lunatic Asylum Shows That Faith Does Not Prove Anything.","Friedrich Nietzsche"
"1044","Things May Come To Those Who Wait, But Only The Things Left By Those Who Hustle.","Abraham Lincoln"
"1045","No sanction can stand against ignited minds.","Abdul Kalam"
"1046","Understanding the knowledge and wisdom of the Qur'an is by far, higher than memorizing.","Ali ibn Abi Talib (R.A)"
"1047","Gratitude is the wine for the soul. Go on. Get drunk.","Rumi"
"1048","All Of Our Dreams Can Come True.","Walt Disney"
"1049","The days of life pass away like clouds, so do good while you are alive.","Ali ibn Abi Talib (R.A)"
"1050","Once the Choice is Made, Do Not Look Back, Do Not Second-Guess Your Decisions.","Muhammad Ali"
"1051","Tear off the mask. Your face is glorious.","Rumi"
"1052","How Hard, How Bitter It Is To Become A Man!","Albert Camus"
"1053","Conduct, Which Involves A Decision Of The Ultimate Fate Of The Agent Cannot Be Based On Illusions.","Muhammed Iqbal"
"1054","I Don'T Know Who My Grandfather Was; I Am Much More Concerned To Know What His Grandson Will Be.","Abraham Lincoln"
"1055","Look for the answer inside your question.","Rumi"
"1056","Adversity Makes Men, And Prosperity Makes Monsters.","Victor Hugo"
"1057","Our Greatest Weakness Lies In Giving Up. The Most Certain Way To Succeed Is Always To Try Just One More Time.","Thomas A. Edison"
"1058","It Is Better To Remain Silent And Be Thought A Fool Than To Open One'S Mouth And Remove All Doubt.","Abraham Lincoln"
"1059","He Who Has Never Learned To Obey Cannot Be A Good Commander.","Aristotle"
"1060","You Cannot Create Experience. You Must Undergo It.","Albert Camus"
"1061","I am grateful for all my victories, but I am especially grateful for my losses, because they only made me work harder.","Muhammad Ali"
"1062","Wrinkles Should Merely Indicate Where Smiles Have Been.","Mark Twain"
"1063","No Legacy Is So Rich As Honesty.","William Shakespeare"
"1064","The outcome of fear is disappointment and shyness is frustration.","Ali ibn Abi Talib (R.A)"
"1065","All My Life Through, The New Sights Of Nature Made Me Rejoice Like A Child.","Marie Curie"
"1066","He Who Avoids Complaint Invites Happiness.","Abu Bakr"
"1067","Work with integrity and succeed with integrity.","Abdul Kalam"
"1068","You were born with potential. You were born with goodness and trust. You were born with ideals and dreams. You were born with greatness. You were born with wings. You are not meant for crawling, so don't. You have wings. Learn to use them and fly.","Rumi"
"1069","Move, but don't move the way fear makes you move.","Rumi"
"1070","It Does Not Matter How Slowly You Go As Long As You Do Not Stop.","Confucius"
"1071","There is no nobility with bad manners.","Ali ibn Abi Talib (R.A)"
"1072","You should not quarrel with your neighbor, for he will remain where he is, but your high handedness will become the talk of the people.","Abu Bakr (R.A)"
"1073","Never stop fighting until you arrive at your destined place - that is, the unique you. Have an aim in life, continuously acquire knowledge, work hard, and have perseverance to realise the great life.","Abdul Kalam"
"1074","I Like To See A Man Proud Of The Place In Which He Lives. I Like To See A Man Live So That His Place Will Be Proud Of Him.","Abraham Lincoln"
"1075","Let me define a leader. He must have vision and passion and not be afraid of any problem. Instead, he should know how to defeat it. Most importantly, he must work with integrity.","Abdul Kalam"
"1076","Whatever Your Heart Clings To And Confides In, That Is Really Your God.","Martin Luther"
"1077","Dogs Never Bite Me. Just Humans.","Marilyn Monroe"
"1078","Your Successes And Happiness Are Forgiven You Only If You Generously Consent To Share Them.","Albert Camus"
"1079","When A Person Really Desires Something, All The Universe Conspires To Help That Person To Realize His Dream.","Paulo Coelho"
"1080","I Didn'T Fail The Test, I Just Found 100 Ways To Do It Wrong.","Benjamin Franklin"
"1081","One who thinks and reflects develops his foresight and vision.","Ali ibn Abi Talib (R.A)"
"1082","When Red-Haired People Are Above A Certain Social Grade Their Hair Is Auburn.","Mark Twain"
"1083","I Have Held Many Things In My Hands, And I Have Lost Them All; But Whatever I Have Placed In God'S Hands, That I Still Possess.","Martin Luther"
"1084","Always remember you are braver than you believe, stronger than you seem, smarter than you think and twice as beautiful as you'd ever imagined. Yesterday I was clever, so I wanted to change the world. Today I am wise, so I am changing myself.","Rumi"
"1085","Two Great European Narcotics, Alcohol And Christianity.","Friedrich Nietzsche"
"1086","That which you do not wish for yourself, do not impose on others.","Umar ibn Al-Khattāb (R.A)"
"1087","I am the greatest, I said that even before I knew I was.","Muhammad Ali"
"1088","There Is No Labor A Person Does That Is Undignified; If They Do It Right.","Bill Cosby"
"1089","The People Themselves, And Not Their Servants, Can Safely Reverse Their Own Deliberate Decisions.","Abraham Lincoln"
"1090","I Hated Every Minute Of Training, But I Said, 'Don'T Quit. Suffer Now And Live The Rest Of Your Life As A Champion.'","Muhammad Ali"
"1091","We Shall Draw From The Heart Of Suffering Itself The Means Of Inspiration And Survival.","Winston Churchill"
"1092","When The Solution Is Simple, God Is Answering.","Albert Einstein"
"1093","I Have A Theory That The Truth Is Never Told During The Nine-To-Five Hours.","Hunter S. Thompson"
"1094","Democracy Is When The Indigent, And Not The Men Of Property, Are The Rulers.","Aristotle"
"1095","You're not going to enjoy every minute of the journey, but the success you'll find at the end will make it all worth it.","Muhammad Ali"
"1096","It's hard to be humble when you're as great as I am.","Muhammad Ali"
"1097","There is no knowledge and science like pondering and thought; and there is no prosperity and advancement like knowledge and science.","Ali ibn Abi Talib (R.A)"
"1098","If We Did All The Things We Are Capable Of, We Would Literally Astound Ourselves.","Thomas A. Edison"
"1099","Be like a tree and let the dead leaves drop.","Rumi"
"1100","Don'T Find Fault, Find A Remedy.","Henry Ford"
"1101","A friend cannot be considered a friend until he is tested in three occasions: in timeof need, behind your back, and after your death.","Ali ibn Abi Talib (R.A)"
"1102","I'm too fast. I'm too smart. I'm too pretty.","Muhammad Ali"
"1103","You Cannot Create Experience. You Must Undergo It.","Albert Camus"
"1104","Indignation Is A Submission Of Our Thoughts, But Not Of Our Desires.","Bertrand Russell"
"1105","Sir, My Concern Is Not Whether God Is On Our Side; My Greatest Concern Is To Be On God'S Side, For God Is Always Right.","Abraham Lincoln"
"1106","At Times One Remains Faithful To A Cause Only Because Its Opponents Do Not Cease To Be Insipid.","Friedrich Nietzsche"
"1107","I Put My Heart And My Soul Into My Work, And Have Lost My Mind In The Process.","Vincent Van Gogh"
"1108","In a competition of love we'll all share in the victory, no matter who comes first.","Muhammad Ali"
"1109","Some Are Born Great, Some Achieve Greatness, And Some Have Greatness Thrust Upon Them.","William Shakespeare"
"1110","There is no capital more useful than intellect and wisdom, and there is no indigence more injurious than ignorance and unawareness.","Ali ibn Abi Talib (R.A)"
"1111","There is a voice that doesn't use words. Listen.","Rumi"
"1112","If a sheep dies on the shore of the Euphrates I fear lest Allah ask me to account for it on the Day of Resurrection.","Umar ibn Al-Khattāb (R.A)"
"1113","Do not deceive or be faithless even with your enemy.","Abu Bakr (R.A)"
"1114","Pondering must turn out to be your cash asset, regardless of whichever ups and downs you occur throughout in the everyday living.","Abdul Kalam"
"1115","Building capacity dissolves differences. It irons out inequalities.","Abdul Kalam"
"1116","All your anxiety is because of your desire for harmony. Seek disharmony, then you will gain peace.","Rumi"
"1117","As long as you are pure of heart, you speak the truth.","Umar ibn Al-Khattāb (R.A)"
"1118","Most People Spend More Time And Energy Going Around Problems Than In Trying To Solve Them.","Henry Ford"
"1119","If You Judge People, You Have No Time To Love Them.","Mother Teresa"
"1120","Talent In Cheaper Than Table Salt. What Separates The Talented Individual From The Successful One Is A Lot Of Hard Work.","Stephen King"
"1121","The World We Have Created Is A Product Of Our Thinking.","Albert Einstein"
"1122","When A Hundred Men Stand Together, Each Of Them Loses His Mind And Gets Another One.","Friedrich Nietzsche"
"1123","Fanatics Are Picturesque, Mankind Would Rather See Gestures Than Listen To Reasons.","Friedrich Nietzsche"
"1124","Every day is different, and some days are better than others, but no matter how challenging the day, I get up and live it.","Muhammad Ali"
"1125","The Educated Southerner Has No Use For An 'R', Except At The Beginning Of A Word.","Mark Twain"
"1126","To Love Is To Act.","Victor Hugo"
"1127","My Dream Is Of A Place And A Time Where America Will Once Again Be Seen As The Last Best Hope Of Earth.","Abraham Lincoln"
"1128","What comes, will go. What is found, will be lost again. But what you are is beyond coming and going and beyond description.","Rumi"
"1129","Dreams are not those which comes while we are sleeping, but dreams are those when u don't sleep before fulfilling them.","Abdul Kalam"
"1130","To Fear Love Is To Fear Life, And Those Who Fear Life Are Already Three Parts Dead.","Bertrand Russell"
"1131","Expect The Best. Prepare For The Worst. Capitalize On What Comes.","Zig Ziglar"
"1132","My soul is my guide, for my soul is of that abode. I will not speak of the earthly. I am of the unknown.","Rumi"
"1133","Many Marriages Would Be Better If The Husband And The Wife Clearly Understood That They Are On The Same Side.","Zig Ziglar"
"1134","Try not to resist the changes that come your way. Instead let life live through you. And do not worry that your life is turning upside down. How do you know that the side you are used to is better than the one to come?","Rumi"
"1135","Religions have different names, and they all contain truth, expressed in different ways forms and times.","Muhammad Ali"
"1136","All That I Am, Or Hope To Be, I Owe To My Angel Mother.","Abraham Lincoln"
"1137","Doing as others told me, I was Blind. Coming when others called me, I was Lost. Then I left everyone, myself as well. Then I found Everyone, Myself as well.","Rumi"
"1138","Happiness Is When What You Think, What You Say, And What You Do Are In Harmony.","Mahatma Gandhi"
"1139","Nothing Will Work Unless You Do.","Maya Angelou"
"1140","My Books Are Like Water; Those Of The Great Geniuses Are Wine. (Fortunately) Everybody Drinks Water.","Mark Twain"
"1141","Grief can be the garden of compassion. If you keep your heart open through everything, your pain can become your greatest ally in your life's search for love and wisdom.","Rumi"
"1142","To be alone means that you avoid bad company. But to have a true friend is better than being alone.","Umar ibn Al-Khattāb (R.A)"
"1143","I am the greatest.","Muhammad Ali"
"1144","Only a man who knows what it is like to be defeated can reach down to the bottom of his soul and come up with the extra ounce of power it takes to win when the match is even.","Muhammad Ali"
"1145","Riches without faith are the greatest poverty.","Ali ibn Abi Talib (R.A)"
"1146","I'm the most recognized and loved man that ever lived cuz there weren't no satellites when Jesus and Moses were around, so people far away in the villages didn't know about them.","Muhammad Ali"
"1147","The Lord Prefers Common-Looking People. That Is Why He Makes So Many Of Them.","Abraham Lincoln"
"1148","Whether you love God or you love a human being, if you love enough you will come into the presence of Love itself.","Rumi"
"1149","O Allah do not give me in excess lest I may be disobedient.","Umar ibn Al-Khattāb (R.A)"
"1150","Eros Will Have Naked Bodies; Friendship Naked Personalities.","C. S. Lewis"
"1151","In a democracy, the well-being, individuality and happiness of every citizen is important for the overall prosperity, peace and happiness of the nation.","Abdul Kalam"
"1152","The happiest of people is the one under whose care people are happy because of him, and the most miserable of people is the one under whose care people are miserable because of him.","Umar ibn Al-Khattāb (R.A)"
"1153","He who guards his secrets retains control in his own hands.","Ali ibn Abi Talib (R.A)"
"1154","Success is not achieved by winning all the time. Real success comes when we rise after we fall.","Muhammad Ali"
"1155","Humility Is Not Thinking Less Of Yourself, It'S Thinking Of Yourself Less.","C. S. Lewis"
"1156","No amount of worrying can change the future. Go easy on yourself, for the outcome of all affairs is determined by God's decree. If something is meant to go elsewhere, it will never come your way, but if it is yours by destiny, from you it cannot flee.","Umar ibn Al-Khattāb (R.A)"
"1157","Fear him, whom you hate.","Umar ibn Al-Khattāb (R.A)"
"1158","The word of God is the medicine of the heart.","Ali ibn Abi Talib (R.A)"
"1159","Do You Think God Gets Stoned? I Think So... Look At The Platypus.","Robin Williams"
"1160","The Good Life Is One Inspired By Love And Guided By Knowledge.","Bertrand Russell"
"1161","I Believe In Christianity As I Believe That The Sun Has Risen: Not Only Because I See It, But Because By It I See Everything Else.","C. S. Lewis"
"1162","The Airplane Has Had A Big Impact On My Life.","Jim Courier"
"1163","We Make A Living By What We Get, But We Make A Life By What We Give.","Winston Churchill"
"1164","Indifference And Neglect Often Do Much More Damage Than Outright Dislike.","J. K. Rowling"
"1165","When I am silent, I fall into the place where everything is music.","Rumi"
"1166","A Word To The Wise Ain'T Necessary - It'S The Stupid Ones That Need The Advice.","Bill Cosby"
"1167","Always consider your intellect to be lacking; otherwise too much faith in it surely leads to error.","Ali ibn Abi Talib (R.A)"
"1168","The minute I heard my first love story, I started looking for you, not knowing how blind that was. Lovers don't finally meet somewhere. They're in each other all along.","Rumi"
"1169","Most Folks Are As Happy As They Make Up Their Minds To Be.","Abraham Lincoln"
"1170","As We Look Ahead Into The Next Century, Leaders Will Be Those Who Empower Others.","Bill Gates"
"1171","Problems are common, but attitude makes the difference.","Abdul Kalam"
"1172","Nothing In Life Is To Be Feared, It Is Only To Be Understood. Now Is The Time To Understand More, So That We May Fear Less.","Marie Curie"
"1173","There's a reason I'm known - to bring people to Allah, to God.","Muhammad Ali"
"1174","The Very Essence Of Instinct Is That It'S Followed Independently Of Reason.","Charles Darwin"
"1175","Never Do Anything Against Conscience Even If The State Demands It.","Albert Einstein"
"1176","It'S Not What You'Ve Got, It'S What You Use That Makes A Difference.","Zig Ziglar"
"1177","Silence is the best reply to a fool.","Ali ibn Abi Talib (R.A)"
"1178","Good Actions Are A Guard Against The Blows Of Adversity.","Abu Bakr"
"1179","Nature Hath Framed Strange Fellows In Her Time.","William Shakespeare"
"1180","No man can have anything better after faith than a woman of righteous character, loving and child-bearing. And no man can have anything worse after unbelief than a sharp-tongued woman of bad character.","Umar ibn Al-Khattāb (R.A)"
"1181","Once the seed of faith takes root, it cannot be blown away, even by the strongest wind - Now that's a blessing.","Rumi"
"1182","Fasting is the first principle of medicine; fast and see the strength of the spirit reveal itself.","Rumi"
"1183","Sports For Me Is When A Guy Walks Off The Court, And You Really Can'T Tell Whether He Won Or Lost, When He Carries Himself With Pride Either Way.","Jim Courier"
"1184","Poverty is the worst form of death.","Ali ibn Abi Talib (R.A)"
"1185","He Who Laughs Best Today, Will Also Laughs Last.","Friedrich Nietzsche"
"1186","He who is not courageous enough to take risks will accomplish nothing in life.","Muhammad Ali"
"1187","There Are Several Good Protections Against Temptation, But The Surest Is Cowardice.","Mark Twain"
"1188","If You Go On With This Nuclear Arms Race, All You Are Going To Do Is Make The Rubble Bounce.","Winston Churchill"
"1189","Sleep Is The Best Meditation.","Dalai Lama"
"1190","I Am Not Bound To Please Thee With My Answer.","William Shakespeare"
"1191","I Can Be Changed By What Happens To Me. But I Refuse To Be Reduced By It.","Maya Angelou"
"1192","We Are Not Trying To Entertain The Critics. I'Ll Take My Chances With The Public.","Walt Disney"
"1193","Everyone's life is a page in the human history irrespective of the position he or she holds or the work he or she performs.","Abdul Kalam"
"1194","Learn the Arabic language; it will sharpen your wisdom.","Umar ibn Al-Khattāb (R.A)"
"1195","When wisdom reaches the acme of perfection, it will suppress the vicious instincts and injurious desires.","Ali ibn Abi Talib (R.A)"
"1196","Thunder Is Good, Thunder Is Impressive; But It Is Lightning That Does The Work.","Mark Twain"
"1197","Your Time Is Limited, So Don'T Waste It Living Someone Else'S Life.","Steve Jobs"
"1198","The Best Way To Find Out If You Can Trust Somebody Is To Trust Them.","Ernest Hemingway"
"1199","Peace Is The Virtue Of Civilization. War Is Its Crime.","Victor Hugo"
"1200","We Are All Alike, On The Inside.","Mark Twain"
"1201","An Appeaser Is One Who Feeds A Crocodile, Hoping It Will Eat Him Last.","Winston Churchill"
"1202","To My Mind The Old Masters Are Not Art; Their Value Is In Their Scarcity.","Thomas A. Edison"
"1203","When It Is Obvious That The Goals Cannot Be Reached, Don'T Adjust The Goals, Adjust The Action Steps.","Confucius"
"1204","Mickey Mouse Is, To Me, A Symbol Of Independence. He Was A Means To An End.","Walt Disney"
"1205","Fear Allah, for that is fortune; indifference to Allah is misfortune.","Umar ibn Al-Khattāb (R.A)"
"1206","These pains you feel are messengers. Listen to them.","Rumi"
"1207","Everything Has Its Limit - Iron Ore Cannot Be Educated Into Gold.","Mark Twain"
"1208","Muslims Should Live Like Brothers.","Abu Bakr"
"1209","Be like a flower that gives its fragrance even to the hand that crushed it.","Ali ibn Abi Talib (R.A)"
"1210","When you do things from your soul, you feel a river moving in you, a joy.","Rumi"
"1211","We are a people whom Allah gave might and glory to through Islam, so we will never seek glory through anything else.","Umar ibn Al-Khattāb (R.A)"
"1212","It Is Not The Employer Who Pays The Wages. Employers Only Handle The Money. It Is The Customer Who Pays The Wages.","Henry Ford"
"1213","Piety is the most solid goodness, and the vilest of what is evil is vice.","Abu Bakr (R.A)"
"1214","Float like a butterfly, sting like a bee.","Muhammad Ali"
"1215","I'm pretty as a girl.","Muhammad Ali"
"1216","Russia Is A Riddle Wrapped In A Mystery Inside An Enigma.","Winston Churchill"
"1217","Every Time You Smile At Someone, It Is An Action Of Love, A Gift To That Person, A Beautiful Thing.","Mother Teresa"
"1218","Do not be like those on whom advice has no effect and who require punishment to correct themselves.","Ali ibn Abi Talib (R.A)"
"1219","A calamity does not descend except due to a sin and it is not lifted except with repentance.","Ali ibn Abi Talib (R.A)"
"1220","The Undiscovered Country From Whose Bourn No Traveler Returns.","William Shakespeare"
"1221","A Fool can become a Genius when he understands he is a Fool but. A Genius can become a Fool when he understands he is a Genius.","Abdul Kalam"
"1222","Opportunity Is Missed By Most People Because It Is Dressed In Overalls And Looks Like Work.","Thomas A. Edison"
"1223","There Is More Treasure In Books Than In All The Pirate'S Loot On Treasure Island.","Walt Disney"
"1224","Often it isn't the mountains ahead that wear you out, it's the little pebble in your shoe.","Muhammad Ali"
"1225","Wherever You Go, Go With All Your Heart.","Confucius"
"1226","Renouncing the worldly pleasures is a comfort for both the human heart and body.","Umar ibn Al-Khattāb (R.A)"
"1227","That all you got, George?","Muhammad Ali"
"1228","No pork, soda pop, cigarettes, alcohol - ever!","Muhammad Ali"
"1229","We Make War That We May Live In Peace.","Aristotle"
"1230","The Real Problem Is Not Why Some Pious, Humble, Believing People Suffer, But Why Some Do Not.","C. S. Lewis"
"1231","It's a dare. Impossible is potential. Impossible is temporary. Impossible is nothing.","Muhammad Ali"
"1232","One who is mild rather than forceful has greater capacity for outreach.","Ali ibn Abi Talib (R.A)"
"1233","The Time Is Always Right To Do What Is Right.","Martin Luther King  Jr."
"1234","Love Begins By Taking Care Of The Closest Ones - The Ones At Home.","Mother Teresa"
